applicant_id,age,pays,secteur_activite,revenu_mensuel_xaf,anciennete_emploi,ratio_endettement,historique_credit,nb_credits_actifs,mobile_money_score,zone,date_demande,defaut_paiement,total_montant_xaf,avg_credit_xaf,total_retards,max_retard,nb_credit,nom_partenaire,type_partenaire,pays_partenaire,dernier_statut_credit,seuil_score_partenaire,volume_mensuel_partenaire,nb_credits_defaut_hist,nb_credits_rembourses_hist,nb_credits_restructures_hist,nb_credits_en_cours_hist,jours_depuis_dernier_credit,nb_transaction_mois,volume_entrant,volume_sortant,regularite_score,operateur,anciennete_compte_mois,flag_primo_demandeur,flag_no_credit_history,flag_anciennete_emploi_missing,score_regularite_pondere,flux_sortant_sur_revenu,anciennete_credit_normalisee,indice_surendettement,revenu_par_credit_actif
FIN-1020-1923,63,CMR,Artisanat,53300.0,35.0,0.297,649.0,2,81.1,Urbain,2023-12-25,0,,,,,,,,,,,,,,,,,22.0,48200.0,39000.0,56.3,ORANGE,20.0,0,0,0,171.4066132438287,0.7317073170731707,,0.0,17766.666666666668
FIN-1030-1658,37,CMR,Commerce,75900.0,38.0,0.186,720.0,1,52.4,Rural,2023-12-25,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,37950.0
FIN-1004-1295,26,CMR,Elevage,36400.0,81.0,0.114,,2,64.2,Urbain,2023-12-25,0,1050000.0,350000.0,0.0,0.0,3.0,CreditPop GAB 5,microfinance,CMR,rembourse,701.0,814.0,0.0,3.0,0.0,0.0,55.0,58.0,47900.0,42100.0,60.1,MIXTE,31.0,1,0,0,208.29072775826356,1.1565934065934067,0.017857142857142856,0.0,12133.333333333334
FIN-1027-1050,20,GAB,Service,292600.0,88.0,0.28,682.0,2,,Semi-urbain,2023-12-25,0,475000.0,237500.0,0.0,0.0,2.0,KamoFin GNQ 23,microfinance,CMR,rembourse,529.0,1025.0,0.0,2.0,0.0,0.0,46.0,25.0,47900.0,27900.0,65.6,MIXTE,7.0,0,0,0,136.4113651341972,0.09535201640464798,0.02127659574468085,0.0,97533.33333333333
FIN-1024-1409,41,TCD,Agriculture,124300.0,92.0,0.201,709.0,3,60.0,Rural,2023-12-25,0,500000.0,250000.0,3.0,106.0,2.0,ZenithMicro COG 29,banque,GAB,defaut,603.0,210.0,2.0,0.0,0.0,0.0,410.0,4.0,310000.0,313800.0,9.0,ORANGE,47.0,0,0,0,34.840809098171015,2.5245374094931616,0.0024330900243309003,0.0,31075.0
FIN-1022-1501,42,CMR,Artisanat,422400.0,103.0,2.147,341.0,0,40.9,Urbain,2023-12-25,1,365000.0,182500.0,0.0,0.0,2.0,MicroFin GAB 21,mobile_money,TCD,rembourse,595.0,896.0,0.0,2.0,0.0,0.0,659.0,38.0,175800.0,96200.0,63.3,MTN,71.0,0,1,0,270.7129653337163,0.22774621212121213,0.0015151515151515152,1.1469999999999998,422400.0
FIN-1037-1056,20,CMR,Commerce,201700.0,58.0,0.088,467.0,2,,Rural,2023-12-25,1,1590000.0,530000.0,0.0,0.0,3.0,KamoFin CMR 44,microfinance,TCD,rembourse,708.0,692.0,0.0,3.0,0.0,0.0,402.0,40.0,50600.0,33800.0,76.2,ORANGE,79.0,0,0,0,333.9104295621498,0.16757560733763013,0.0024813895781637717,0.0,67233.33333333333
FIN-1022-1094,63,CAF,Commerce,426800.0,78.0,0.158,357.0,0,53.6,Urbain,2023-12-25,0,560000.0,280000.0,0.0,0.0,2.0,ProximaCredit CMR 42,cooperative,CMR,rembourse,609.0,171.0,0.0,2.0,0.0,0.0,379.0,38.0,87200.0,70300.0,80.8,MTN,31.0,0,1,0,280.0314609462179,0.1647141518275539,0.002631578947368421,0.0,426800.0
FIN-1039-1998,41,CMR,Artisanat,192300.0,43.0,,661.0,1,,Urbain,2023-12-25,0,495000.0,495000.0,0.0,0.0,1.0,ProximaCredit GAB 7,cooperative,TCD,rembourse,691.0,1130.0,0.0,1.0,0.0,0.0,975.0,38.0,105400.0,73800.0,81.8,ORANGE,41.0,0,0,0,305.7413747755795,0.3837753510140406,0.0010245901639344263,0.0,96150.0
FIN-1047-1296,49,COG,Service,30000.0,31.0,0.411,341.0,3,92.0,Semi-urbain,2023-12-25,1,1320000.0,330000.0,13.0,76.0,4.0,MicroFin GAB 39,banque,CMR,defaut,627.0,1057.0,2.0,0.0,2.0,0.0,4.0,14.0,70400.0,64700.0,10.6,MIXTE,72.0,0,0,0,45.478870076172946,2.1566666666666667,0.2,0.0,7500.0
FIN-1009-1642,72,TCD,Commerce,51100.0,95.0,0.404,520.0,0,21.5,Urbain,2023-12-25,0,,,,,,,,,,,,,,,,,39.0,40500.0,23200.0,67.8,MTN,68.0,0,1,0,287.0724210116942,0.45401174168297453,,0.0,51100.0
FIN-1007-1887,65,CMR,Artisanat,327700.0,32.0,0.124,849.0,3,72.9,Peri-urbain,2023-12-25,0,850000.0,850000.0,0.0,0.0,1.0,PretRapide GNQ 7,cooperative,COG,rembourse,514.0,651.0,0.0,1.0,0.0,0.0,363.0,58.0,113500.0,95900.0,74.2,ORANGE,44.0,0,0,0,282.45435674095773,0.2926457125419591,0.0027472527472527475,0.0,81925.0
FIN-1034-1774,71,TCD,Agriculture,267600.0,114.0,0.183,806.0,3,60.4,Urbain,2023-12-25,1,330000.0,330000.0,0.0,0.0,1.0,FondasFin COG 9,mobile_money,GAB,rembourse,658.0,124.0,0.0,1.0,0.0,0.0,89.0,48.0,117700.0,62400.0,49.7,MTN,44.0,0,0,0,189.1911257415849,0.23318385650224216,0.011111111111111112,0.0,66900.0
FIN-1031-1346,62,GAB,Commerce,342500.0,1.0,0.519,402.0,3,,Urbain,2023-12-25,0,65000.0,65000.0,0.0,0.0,1.0,FondasFin COG 23,microfinance,COG,rembourse,481.0,643.0,0.0,1.0,0.0,0.0,453.0,29.0,174000.0,109500.0,93.0,ORANGE,14.0,0,0,0,251.84866870250553,0.3197080291970803,0.0022026431718061676,0.0,85625.0
FIN-1033-1557,27,COG,Agriculture,33600.0,75.0,0.248,727.0,3,57.0,Urbain,2023-12-25,0,725000.0,362500.0,0.0,0.0,2.0,SolidaCredit CAF 9,cooperative,CMR,rembourse,611.0,318.0,0.0,2.0,0.0,0.0,353.0,21.0,44100.0,28500.0,59.8,CAMTEL,61.0,0,0,0,246.80263622569646,0.8482142857142857,0.002824858757062147,0.0,8400.0
FIN-1037-1365,55,COG,Commerce,80000.0,63.0,0.251,687.0,0,75.4,Urbain,2023-12-25,0,170000.0,170000.0,6.0,114.0,1.0,EsperoFin CMR 22,banque,CAF,restructure,473.0,901.0,0.0,0.0,1.0,0.0,1439.0,,,,,,,0,1,0,,,0.0006944444444444445,0.0,80000.0
FIN-1043-1747,41,TCD,Commerce,563200.0,68.0,0.186,442.0,2,,Urbain,2023-12-26,0,550000.0,550000.0,0.0,0.0,1.0,FondasFin GAB 25,mobile_money,GNQ,rembourse,671.0,229.0,0.0,1.0,0.0,0.0,166.0,25.0,67800.0,39900.0,33.4,MTN,7.0,0,0,0,69.45334749210652,0.07084517045454546,0.005988023952095809,0.0,187733.33333333334
FIN-1011-1391,47,CMR,Commerce,190500.0,3.0,0.336,605.0,2,69.8,Urbain,2023-12-26,1,1930000.0,965000.0,0.0,0.0,2.0,BarakaCredit GAB 40,mobile_money,CMR,rembourse,601.0,369.0,0.0,2.0,0.0,0.0,27.0,26.0,111600.0,67700.0,86.0,MTN,45.0,0,0,0,329.2631600980622,0.35538057742782153,0.03571428571428571,0.0,63500.0
FIN-1042-1274,44,GAB,Agriculture,,70.0,0.196,375.0,0,53.7,Rural,2023-12-26,0,80000.0,80000.0,0.0,0.0,1.0,ZenithMicro CAF 27,microfinance,CMR,rembourse,514.0,307.0,0.0,1.0,0.0,0.0,662.0,29.0,109800.0,79100.0,75.2,MTN,29.0,0,1,0,255.7700431009941,,0.0015082956259426848,0.0,
FIN-1030-1784,36,CMR,Commerce,148100.0,57.0,0.084,,2,63.6,Rural,2023-12-26,0,350000.0,350000.0,0.0,0.0,1.0,EsperoFin TCD 25,mobile_money,GNQ,en_cours,617.0,1005.0,0.0,0.0,0.0,1.0,496.0,55.0,130400.0,65900.0,84.4,MTN,82.0,1,0,0,372.9501472980329,0.4449696151249156,0.002012072434607646,0.0,49366.666666666664
FIN-1033-1699,27,GAB,Artisanat,152400.0,62.0,0.142,534.0,2,,Peri-urbain,2023-12-26,0,655000.0,655000.0,0.0,0.0,1.0,MicroFin CMR 46,microfinance,CMR,rembourse,628.0,255.0,0.0,1.0,0.0,0.0,387.0,58.0,192200.0,139300.0,70.9,MTN,27.0,0,0,0,236.25329977142198,0.9140419947506562,0.002577319587628866,0.0,50800.0
FIN-1037-1581,71,CMR,Service,319400.0,35.0,0.385,850.0,1,69.7,Urbain,2023-12-26,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,159700.0
FIN-1017-1063,35,GAB,Commerce,,42.0,0.115,648.0,3,16.9,Urbain,2023-12-26,0,1020000.0,340000.0,0.0,0.0,3.0,BarakaCredit GNQ 37,cooperative,CMR,rembourse,527.0,897.0,0.0,3.0,0.0,0.0,493.0,56.0,216600.0,151300.0,69.4,MIXTE,79.0,0,0,0,304.11264844636736,,0.0020242914979757085,0.0,
FIN-1036-1670,25,GAB,Commerce,48700.0,115.0,0.565,688.0,1,43.9,Urbain,2023-12-26,1,245000.0,245000.0,0.0,0.0,1.0,KamoFin TCD 17,microfinance,COG,rembourse,624.0,294.0,0.0,1.0,0.0,0.0,181.0,14.0,39200.0,34700.0,92.8,MTN,67.0,0,0,0,391.57031504034273,0.7125256673511293,0.005494505494505495,0.0,24350.0
FIN-1032-1377,27,CMR,Commerce,,21.0,0.421,,1,92.2,Urbain,2023-12-26,0,1760000.0,586666.6666666666,0.0,0.0,3.0,KamoFin COG 48,banque,COG,rembourse,450.0,943.0,0.0,2.0,0.0,1.0,150.0,15.0,37700.0,19300.0,77.5,MTN,83.0,1,0,0,343.3883019103568,,0.006622516556291391,0.0,
FIN-1049-1983,37,CAF,Agriculture,171600.0,84.0,0.055,541.0,1,64.2,Urbain,2023-12-26,0,730000.0,365000.0,0.0,0.0,2.0,PretRapide GAB 33,cooperative,CMR,en_cours,523.0,61.0,0.0,1.0,0.0,1.0,649.0,54.0,454800.0,264700.0,70.5,CAMTEL,42.0,0,0,0,265.1646081563961,1.5425407925407926,0.0015384615384615385,0.0,85800.0
FIN-1024-1187,66,COG,Artisanat,64600.0,60.0,0.248,461.0,2,20.2,Rural,2023-12-26,0,595000.0,297500.0,0.0,0.0,2.0,SolidaCredit COG 17,microfinance,CMR,rembourse,676.0,877.0,0.0,1.0,0.0,1.0,297.0,41.0,40500.0,31100.0,75.6,ORANGE,61.0,0,0,0,312.0113595094089,0.48142414860681115,0.003355704697986577,0.0,21533.333333333332
FIN-1036-1700,56,TCD,Service,114300.0,74.0,0.274,,1,48.8,Peri-urbain,2023-12-26,0,,,,,,,,,,,,,,,,,50.0,171100.0,124900.0,47.6,MIXTE,37.0,1,0,0,173.14910120297597,1.0927384076990376,,0.0,57150.0
FIN-1018-1424,72,COG,Commerce,488600.0,70.0,0.383,,0,51.4,Urbain,2023-12-26,0,445000.0,222500.0,0.0,0.0,2.0,PretRapide CAF 25,mobile_money,CAF,en_cours,718.0,282.0,0.0,1.0,0.0,1.0,54.0,,,,,,,1,1,0,,,0.01818181818181818,0.0,488600.0
FIN-1013-1774,37,TCD,Agriculture,154400.0,101.0,0.448,364.0,1,29.4,Peri-urbain,2023-12-26,0,515000.0,257500.0,0.0,0.0,2.0,BarakaCredit GAB 44,microfinance,CMR,rembourse,529.0,780.0,0.0,2.0,0.0,0.0,93.0,,,,,,,0,0,0,,,0.010638297872340425,0.0,77200.0
FIN-1010-1276,38,COG,Commerce,131800.0,92.0,0.078,339.0,0,,Rural,2023-12-26,1,340000.0,170000.0,0.0,0.0,2.0,EsperoFin GNQ 13,microfinance,CMR,rembourse,578.0,585.0,0.0,2.0,0.0,0.0,351.0,58.0,138500.0,70000.0,50.9,MTN,3.0,0,1,0,70.56238298100243,0.5311077389984825,0.002840909090909091,0.0,131800.0
FIN-1021-1078,44,COG,Agriculture,302400.0,79.0,0.433,752.0,1,86.3,Rural,2023-12-26,0,2710000.0,1355000.0,0.0,0.0,2.0,FondasFin COG 18,microfinance,CMR,rembourse,454.0,845.0,0.0,2.0,0.0,0.0,800.0,,,,,,,0,0,0,,,0.0012484394506866417,0.0,151200.0
FIN-1043-1363,40,CMR,Artisanat,430900.0,52.0,0.514,748.0,1,55.7,Peri-urbain,2023-12-26,0,,,,,,,,,,,,,,,,,52.0,114100.0,69400.0,86.3,MIXTE,62.0,0,0,0,357.55252688758924,0.1610582501740543,,0.0,215450.0
FIN-1034-1472,20,CMR,Artisanat,30000.0,72.0,2.905,,0,65.6,Peri-urbain,2023-12-26,0,,,,,,,,,,,,,,,,,31.0,44600.0,26200.0,83.1,CAMTEL,42.0,1,1,0,312.55572961413503,0.8733333333333333,,1.9049999999999998,30000.0
FIN-1010-1571,33,GAB,Service,132500.0,0.0,,746.0,5,78.6,Urbain,2023-12-26,0,725000.0,725000.0,0.0,0.0,1.0,ZenithMicro COG 22,microfinance,GNQ,rembourse,681.0,87.0,0.0,1.0,0.0,0.0,635.0,57.0,84700.0,75600.0,76.9,MTN,64.0,0,0,0,321.0103810549745,0.570566037735849,0.0015723270440251573,0.0,22083.333333333332
FIN-1008-1505,20,CMR,Commerce,30000.0,54.0,0.413,692.0,0,,Rural,2023-12-26,0,660000.0,330000.0,0.0,0.0,2.0,KamoFin GNQ 43,microfinance,CAF,rembourse,483.0,633.0,0.0,2.0,0.0,0.0,1214.0,,,,,,,0,1,0,,,0.0008230452674897119,0.0,30000.0
FIN-1010-1635,41,CMR,Artisanat,359400.0,92.0,0.297,,1,53.5,Urbain,2023-12-26,0,,,,,,,,,,,,,,,,,36.0,177300.0,121700.0,,ORANGE,74.0,1,0,0,,0.3386199220923762,,0.0,179700.0
FIN-1034-1449,39,CMR,Agriculture,209300.0,0.0,0.09,,0,69.0,Urbain,2023-12-26,0,,,,,,,,,,,,,,,,,54.0,158900.0,82400.0,85.4,ORANGE,11.0,1,1,0,212.21102789189524,0.39369326325848064,,0.0,209300.0
FIN-1048-1249,21,GAB,Commerce,106700.0,0.0,0.591,778.0,1,57.2,Urbain,2023-12-26,0,605000.0,302500.0,0.0,0.0,2.0,AfriFin GNQ 15,mobile_money,CMR,en_cours,491.0,1051.0,0.0,1.0,0.0,1.0,299.0,18.0,53400.0,36500.0,74.5,MTN,42.0,0,0,0,280.2094086191704,0.34208059981255856,0.0033333333333333335,0.0,53350.0
FIN-1004-1356,55,GNQ,Artisanat,105500.0,15.0,0.331,844.0,1,,Urbain,2023-12-26,1,595000.0,297500.0,0.0,0.0,2.0,KamoFin GNQ 35,cooperative,CAF,rembourse,681.0,1123.0,0.0,1.0,0.0,1.0,384.0,,,,,,,0,0,0,,,0.0025974025974025974,0.0,52750.0
FIN-1020-1919,53,CMR,Commerce,133900.0,119.0,0.353,,2,22.0,Rural,2023-12-26,0,2780000.0,695000.0,0.0,0.0,4.0,PretRapide COG 15,microfinance,CAF,en_cours,718.0,308.0,0.0,2.0,0.0,2.0,199.0,32.0,15800.0,13000.0,45.5,MTN,17.0,1,0,0,131.51191498427548,0.0970873786407767,0.005,0.0,44633.333333333336
FIN-1044-1130,75,CMR,Agriculture,84600.0,0.0,0.574,735.0,4,,Urbain,2023-12-26,1,105000.0,105000.0,1.0,14.0,1.0,BarakaCredit TCD 48,microfinance,CMR,defaut,606.0,508.0,1.0,0.0,0.0,0.0,121.0,13.0,,37800.0,21.1,ORANGE,30.0,0,0,0,72.45713001463659,0.44680851063829785,0.00819672131147541,0.0,16920.0
FIN-1028-1056,39,CMR,Service,54200.0,51.0,0.555,,2,,Urbain,2023-12-26,1,485000.0,485000.0,0.0,0.0,1.0,ZenithMicro COG 22,microfinance,GNQ,rembourse,681.0,87.0,0.0,1.0,0.0,0.0,427.0,9.0,28500.0,21000.0,82.4,ORANGE,56.0,1,0,0,333.14742446956694,0.3874538745387454,0.002336448598130841,0.0,18066.666666666668
FIN-1016-1295,41,CMR,Agriculture,143200.0,,1.643,791.0,5,50.5,Rural,2023-12-26,0,1105000.0,1105000.0,0.0,0.0,1.0,EsperoFin CMR 7,banque,CMR,en_cours,642.0,484.0,0.0,0.0,0.0,1.0,1076.0,33.0,87300.0,,75.3,MTN,70.0,0,0,1,320.97979474121104,,0.0009285051067780873,0.643,23866.666666666668
FIN-1017-1488,19,GAB,Agriculture,587700.0,114.0,0.248,831.0,1,,Semi-urbain,2023-12-26,0,255000.0,255000.0,0.0,0.0,1.0,EsperoFin TCD 2,mobile_money,GAB,rembourse,575.0,1171.0,0.0,1.0,0.0,0.0,866.0,,,,,,,0,0,0,,,0.0011534025374855825,0.0,293850.0
FIN-1038-1733,61,CAF,Elevage,64500.0,14.0,0.264,599.0,1,61.9,Urbain,2023-12-26,0,1405000.0,468333.3333333333,0.0,0.0,3.0,AfriFin CMR 41,mobile_money,GAB,en_cours,692.0,1096.0,0.0,1.0,0.0,2.0,535.0,54.0,,40200.0,95.2,ORANGE,10.0,0,0,0,228.2796299704049,0.6232558139534884,0.0018656716417910447,0.0,32250.0
FIN-1038-1932,75,GAB,Commerce,324900.0,106.0,0.155,431.0,1,14.0,Urbain,2023-12-27,0,200000.0,200000.0,0.0,0.0,1.0,AllianceFin GAB 28,microfinance,CMR,rembourse,453.0,73.0,0.0,1.0,0.0,0.0,1238.0,,,,,,,0,0,0,,,0.0008071025020177562,0.0,162450.0
FIN-1016-1675,61,TCD,Agriculture,590500.0,10.0,0.097,,1,54.0,Peri-urbain,2023-12-27,0,230000.0,230000.0,0.0,0.0,1.0,ProximaCredit CAF 16,microfinance,CMR,rembourse,711.0,495.0,0.0,1.0,0.0,0.0,76.0,21.0,79400.0,40700.0,45.1,MTN,70.0,1,0,0,192.24686245456334,0.0689246401354784,0.012987012987012988,0.0,295250.0
FIN-1043-1279,62,CAF,Commerce,33700.0,62.0,0.091,626.0,2,73.6,Rural,2023-12-27,1,,,,,,,,,,,,,,,,,9.0,88300.0,46900.0,89.1,CAMTEL,31.0,0,0,0,308.79706893945564,1.3916913946587537,,0.0,11233.333333333334
FIN-1035-1018,41,RCA,Commerce,91600.0,93.0,0.209,673.0,0,69.0,Urbain,2023-12-27,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0.0,91600.0
FIN-1033-1459,40,TCD,Commerce,129300.0,28.0,0.127,533.0,1,33.3,Peri-urbain,2023-12-27,0,370000.0,123333.33333333331,0.0,0.0,3.0,CreditPop GAB 5,microfinance,CMR,rembourse,701.0,814.0,0.0,2.0,0.0,1.0,314.0,29.0,41000.0,28400.0,44.3,ORANGE,28.0,0,0,0,149.1712052684008,0.21964423820572312,0.0031746031746031746,0.0,64650.0
FIN-1012-1512,46,CMR,Agriculture,444500.0,105.0,0.697,690.0,2,15.5,Urbain,2023-12-27,1,435000.0,435000.0,0.0,0.0,1.0,AllianceFin CMR 21,microfinance,TCD,en_cours,640.0,1165.0,0.0,0.0,0.0,1.0,390.0,16.0,126200.0,89800.0,84.2,MIXTE,73.0,0,0,0,362.4022808477911,0.20202474690663666,0.0025575447570332483,0.0,148166.66666666666
FIN-1046-1108,52,CMR,Commerce,48100.0,46.0,0.157,374.0,1,,Urbain,2023-12-27,0,790000.0,197500.0,0.0,0.0,4.0,EsperoFin CAF 23,mobile_money,CMR,rembourse,600.0,107.0,0.0,3.0,0.0,1.0,623.0,,,,,,,0,0,0,,,0.0016025641025641025,0.0,24050.0
FIN-1038-1728,34,CMR,Artisanat,110800.0,94.0,1.387,,2,74.7,Urbain,2023-12-27,0,595000.0,297500.0,10.0,63.0,2.0,MicroFin GAB 5,microfinance,CAF,defaut,519.0,131.0,2.0,0.0,0.0,0.0,476.0,18.0,55700.0,52000.0,12.0,MTN,69.0,1,0,0,50.981942904592316,0.4693140794223827,0.0020964360587002098,0.387,36933.333333333336
FIN-1045-1249,26,CMR,Commerce,268500.0,61.0,0.069,837.0,2,56.7,Rural,2023-12-27,0,,,,,,,,,,,,,,,,,41.0,182300.0,143200.0,83.0,CAMTEL,75.0,0,0,0,359.45086724376546,0.5333333333333333,,0.0,89500.0
FIN-1037-1463,55,TCD,Commerce,101300.0,66.0,0.122,,1,28.7,Rural,2023-12-27,1,,,,,,,,,,,,,,,,,37.0,82300.0,44800.0,90.2,MTN,1.0,1,0,0,62.521875686507066,0.4422507403751234,,0.0,50650.0
FIN-1042-1627,52,CMR,Agriculture,269500.0,36.0,0.471,674.0,1,12.2,Rural,2023-12-27,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,134750.0
FIN-1041-1774,38,COG,Artisanat,145200.0,78.0,0.191,476.0,0,72.8,Urbain,2023-12-27,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0.0,145200.0
FIN-1033-1508,69,COG,Commerce,414200.0,91.0,0.236,406.0,1,63.3,Rural,2023-12-27,0,260000.0,130000.0,0.0,0.0,2.0,NovaMoney GNQ 12,banque,CMR,rembourse,594.0,412.0,0.0,1.0,0.0,1.0,1100.0,21.0,128600.0,88700.0,85.1,ORANGE,55.0,0,0,0,342.55742888156124,0.2141477547078706,0.0009082652134423251,0.0,207100.0
FIN-1023-1499,56,COG,Commerce,260100.0,15.0,0.361,,1,61.8,Peri-urbain,2023-12-27,0,2710000.0,903333.3333333334,0.0,0.0,3.0,NovaMoney GAB 47,mobile_money,CMR,rembourse,652.0,568.0,0.0,2.0,0.0,1.0,215.0,,,,,,,1,0,0,,,0.004629629629629629,0.0,130050.0
FIN-1005-1345,44,CMR,Service,129200.0,23.0,0.367,632.0,0,43.2,Urbain,2023-12-27,0,125000.0,125000.0,0.0,0.0,1.0,EsperoFin GAB 29,microfinance,COG,rembourse,445.0,126.0,0.0,1.0,0.0,0.0,1268.0,50.0,64800.0,55000.0,90.2,ORANGE,22.0,0,1,0,282.8215782768093,0.42569659442724456,0.0007880220646178094,0.0,129200.0
FIN-1040-1745,41,CMR,Agriculture,427100.0,6.0,0.634,820.0,2,62.7,Urbain,2023-12-27,0,1060000.0,265000.0,0.0,0.0,4.0,PretRapide GAB 33,cooperative,CMR,en_cours,523.0,61.0,0.0,3.0,0.0,1.0,21.0,8.0,100300.0,84400.0,47.8,MTN,52.0,0,0,0,189.77995346779142,0.19761180051510185,0.045454545454545456,0.0,142366.66666666666
FIN-1021-1391,25,CAF,Agriculture,423700.0,29.0,0.518,586.0,1,,Urbain,2023-12-27,1,,,,,,,,,,,,,,,,,46.0,53200.0,37500.0,93.4,ORANGE,16.0,0,0,0,264.62212633485063,0.08850601840925183,,0.0,211850.0
FIN-1008-1715,52,CMR,Commerce,247000.0,17.0,0.174,385.0,0,20.4,Urbain,2023-12-27,0,225000.0,225000.0,0.0,0.0,1.0,EsperoFin CMR 9,mobile_money,TCD,rembourse,670.0,150.0,0.0,1.0,0.0,0.0,604.0,49.0,50700.0,31600.0,79.1,MTN,17.0,0,1,0,228.6284060495866,0.12793522267206478,0.001652892561983471,0.0,247000.0
FIN-1016-1996,35,TCD,Artisanat,213000.0,25.0,0.185,676.0,1,88.9,Peri-urbain,2023-12-27,0,55000.0,55000.0,0.0,0.0,1.0,EsperoFin GAB 36,banque,GAB,en_cours,594.0,413.0,0.0,0.0,0.0,1.0,440.0,,,,,,,0,0,0,,,0.0022675736961451248,0.0,106500.0
FIN-1008-1863,46,GAB,Service,262700.0,2.0,2.576,,0,41.9,Peri-urbain,2023-12-27,0,,,,,,,,,,,,,,,,,30.0,63700.0,41500.0,73.8,ORANGE,34.0,1,1,0,262.38468693791873,0.15797487628473544,,1.576,262700.0
FIN-1048-1217,55,CMR,Agriculture,266600.0,81.0,0.07,597.0,5,,Urbain,2023-12-27,0,925000.0,308333.3333333333,0.0,0.0,3.0,BarakaCredit GAB 30,banque,GNQ,en_cours,547.0,731.0,0.0,2.0,0.0,1.0,269.0,20.0,58600.0,38300.0,51.1,MTN,38.0,0,0,0,187.20800011722494,0.1436609152288072,0.003703703703703704,0.0,44433.333333333336
FIN-1001-1352,35,CMR,Artisanat,155400.0,71.0,0.386,576.0,2,78.0,Urbain,2023-12-27,1,,,,,,,,,,,,,,,,,30.0,87100.0,70100.0,73.9,MIXTE,44.0,0,0,0,281.3123579940266,0.4510939510939511,,0.0,51800.0
FIN-1006-1254,49,TCD,Artisanat,2137400.0,105.0,0.462,485.0,3,62.1,Urbain,2023-12-27,1,265000.0,265000.0,0.0,0.0,1.0,AllianceFin CAF 9,banque,CMR,rembourse,608.0,659.0,0.0,1.0,0.0,0.0,640.0,14.0,100900.0,90300.0,78.1,MTN,32.0,0,0,0,273.0772405505321,0.04224759053055114,0.0015600624024961,0.0,534350.0
FIN-1004-1148,37,CMR,Artisanat,54800.0,0.0,0.452,532.0,1,,Urbain,2023-12-27,0,,,,,,,,,,,,,,,,,25.0,92100.0,47300.0,66.4,ORANGE,11.0,0,0,0,164.99780154592324,0.8631386861313869,,0.0,27400.0
FIN-1041-1778,38,CMR,Commerce,450700.0,44.0,0.041,310.0,1,,Urbain,2023-12-27,0,620000.0,206666.66666666663,9.0,108.0,3.0,CreditPop TCD 40,microfinance,CMR,defaut,504.0,47.0,1.0,0.0,2.0,0.0,351.0,3.0,33200.0,30300.0,10.7,MTN,22.0,0,0,0,33.5497881104419,0.06722875526958065,0.002840909090909091,0.0,225350.0
FIN-1038-1706,42,CMR,Artisanat,435700.0,68.0,0.077,802.0,1,64.0,Peri-urbain,2023-12-27,0,1170000.0,390000.0,0.0,0.0,3.0,SolidaCredit COG 39,mobile_money,CMR,en_cours,507.0,307.0,0.0,1.0,0.0,2.0,236.0,35.0,177200.0,125300.0,77.5,ORANGE,2.0,0,0,0,85.14245237177849,0.2875831994491623,0.004219409282700422,0.0,217850.0
FIN-1041-1227,75,TCD,Agriculture,164000.0,0.0,0.175,638.0,1,,Campagne,2023-12-27,0,,,,,,,,,,,,,,,,,21.0,60900.0,33800.0,78.8,MIXTE,51.0,0,0,0,311.3580050242165,0.20609756097560974,,0.0,82000.0
FIN-1003-1124,70,CMR,Commerce,473900.0,,0.659,716.0,1,40.8,Peri-urbain,2023-12-27,0,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0.0,236950.0
FIN-1024-1033,52,GAB,Agriculture,,55.0,0.276,,0,64.5,Peri-urbain,2023-12-27,0,1355000.0,677500.0,8.0,109.0,2.0,ProximaCredit TCD 49,mobile_money,CMR,defaut,521.0,521.0,1.0,0.0,1.0,0.0,5.0,10.0,66500.0,69100.0,12.7,MTN,13.0,1,1,0,33.516028086113785,,0.16666666666666666,0.0,
FIN-1021-1534,26,CMR,Pastoral,135500.0,116.0,0.189,,0,,Peri-urbain,2023-12-27,0,625000.0,625000.0,0.0,0.0,1.0,CapSud GNQ 28,cooperative,CMR,rembourse,504.0,694.0,0.0,1.0,0.0,0.0,764.0,31.0,53600.0,29100.0,36.8,ORANGE,46.0,1,1,0,141.68543174293015,0.21476014760147602,0.00130718954248366,0.0,135500.0
FIN-1004-1166,56,CMR,Commerce,124300.0,44.0,0.256,452.0,0,57.9,Rural,2023-12-27,0,935000.0,311666.6666666667,9.0,85.0,3.0,MicroFin CAF 5,banque,COG,defaut,486.0,162.0,3.0,0.0,0.0,0.0,243.0,12.0,74600.0,68800.0,53.4,ORANGE,8.0,0,1,0,117.33179242975412,0.5534995977473853,0.004098360655737705,0.0,124300.0
FIN-1007-1329,30,CMR,Artisanat,,86.0,0.024,413.0,1,26.0,Peri-urbain,2023-12-27,0,,,,,,,,,,,,,,,,,25.0,70400.0,44000.0,79.7,ORANGE,83.0,0,0,0,353.1360988678121,,,0.0,
